bias,positive,negative,sentiment
1,3490,188,1
1,555,10,1
1,3109,125,1
1,592,147,1
1,3005,40,1
1,3745,436,1
1,2937,72,1
1,319,245,1
1,2873,2,1
1,5883,117,1
1,612,272,1
1,726,248,1
1,501,2,1
1,3383,110,1
1,3076,353,1
1,2948,130,1
1,3057,170,1
1,3518,811,1
1,2930,57,1
1,3062,36,1
1,4016,367,1
1,3315,493,1
1,14340,288,1
1,534,15,1
1,106,0,1
1,3351,96,1
1,3106,108,1
1,2911,41,1
1,2850,2,1
1,3567,358,1
1,787,151,1
1,505,0,1
1,2847,2,1
1,2847,2,1
1,3047,195,1
1,3271,488,1
1,3007,190,1
1,2891,66,1
1,661,163,1
1,2897,35,1
1,3469,162,1
1,103,0,1
1,3534,461,1
1,319,245,1
1,961,239,1
1,3019,275,1
1,3388,828,1
1,3253,349,1
1,1429,797,1
1,797,173,1
1,3351,96,1
1,2873,2,1
1,3088,225,1
1,3582,313,1
1,1002,94,1
1,3636,440,1
1,3129,310,1
1,3464,216,1
1,904,304,1
1,4023,812,1
1,2900,73,1
1,4603,697,1
1,3108,32,1
1,2872,56,1
1,3026,302,1
1,4090,700,1
1,3115,153,1
1,3995,1307,1
1,334,285,1
1,1500,94,1
1,3040,90,1
1,2868,42,1
1,2931,160,1
1,3185,357,1
1,3263,166,1
1,2850,4,1
1,2947,133,1
1,2958,259,1
1,3205,541,1
1,2944,38,1
1,701,186,1
1,644,241,1
1,561,17,1
1,783,220,1
1,1245,122,1
1,972,516,1
1,561,17,1
1,3275,401,1
1,3309,315,1
1,109,3,1
1,880,284,1
1,922,207,1
1,708,111,1
1,4194,1018,1
1,1334,303,1
1,3354,96,1
1,3054,237,1
1,8567,23,1
1,3053,159,1
1,2847,2,1
1,3623,151,1
1,2917,28,1
1,2848,2,1
1,578,5,1
1,2857,2,1
1,2882,19,1
1,645,143,1
1,3426,294,1
1,584,75,1
1,4090,700,1
1,2848,2,1
1,6642,405,1
1,218,222,1
1,2946,113,1
1,3427,150,1
1,693,91,1
1,2930,46,1
1,472,293,1
1,3160,215,1
1,3155,289,1
1,1304,745,1
1,2967,402,1
1,2860,3,1
1,1108,645,1
1,2949,129,1
1,3429,516,1
1,908,118,1
1,4040,523,1
1,4603,697,1
1,2975,235,1
1,3086,128,1
1,1391,172,1
1,3380,210,1
1,2915,25,1
1,3326,227,1
1,880,187,1
1,2892,27,1
1,3354,195,1
1,323,288,1
1,5703,28,1
1,3400,105,1
1,2923,46,1
1,3004,192,1
1,1305,347,1
1,3200,271,1
1,3007,136,1
1,130,21,1
1,3056,89,1
1,261,160,1
1,3061,283,1
1,3401,131,1
1,558,91,1
1,1027,402,1
1,499,0,1
1,4090,700,1
1,2860,15,1
1,3464,578,1
1,3373,255,1
1,2860,19,1
1,3179,327,1
1,3219,295,1
1,2848,3,1
1,815,243,1
1,2987,235,1
1,3171,289,1
1,2869,18,1
1,5881,63,1
1,3251,155,1
1,3991,470,1
1,2979,51,1
1,3351,96,1
1,3235,276,1
1,710,313,1
1,2896,14,1
1,2957,138,1
1,1275,220,1
1,677,74,1
1,3224,338,1
1,3198,238,1
1,3359,98,1
1,3233,339,1
1,836,320,1
1,746,173,1
1,650,178,1
1,3412,727,1
1,2871,29,1
1,2885,14,1
1,3033,138,1
1,2874,24,1
1,3416,118,1
1,2992,71,1
1,802,106,1
1,272,428,1
1,518,2,1
1,3411,791,1
1,3476,672,1
1,2885,14,1
1,3533,371,1
1,3081,81,1
1,2927,120,1
1,3093,158,1
1,4603,697,1
1,688,682,1
1,3212,545,1
1,3021,207,1
1,3414,140,1
1,2916,25,1
1,545,13,1
1,2994,131,1
1,832,314,1
1,2947,72,1
1,2943,255,1
1,1423,880,1
1,6176,336,1
1,744,196,1
1,2885,14,1
1,521,19,1
1,3089,143,1
1,3322,298,1
1,531,22,1
1,3153,333,1
1,3212,470,1
1,4227,701,1
1,779,292,1
1,1021,97,1
1,3044,74,1
1,3037,166,1
1,2886,14,1
1,3021,143,1
1,566,17,1
1,3241,323,1
1,3310,382,1
1,899,334,1
1,2908,55,1
1,3177,374,1
1,587,93,1
1,2961,83,1
1,2926,48,1
1,3075,78,1
1,3209,323,1
1,4362,609,1
1,3231,389,1
1,720,231,1
1,3715,423,1
1,2975,174,1
1,195,117,1
1,3033,191,1
1,3582,297,1
1,52,10,1
1,924,157,1
1,880,128,1
1,110,6,1
1,3013,193,1
1,3321,545,1
1,3135,451,1
1,575,53,1
1,2993,111,1
1,884,475,1
1,3805,394,1
1,3493,481,1
1,499,0,1
1,743,254,1
1,4168,587,1
1,113,9,1
1,2848,2,1
1,3028,157,1
1,546,44,1
1,2887,107,1
1,1269,458,1
1,664,87,1
1,2937,122,1
1,1609,135,1
1,1143,309,1
1,4603,697,1
1,6109,269,1
1,2848,2,1
1,539,36,1
1,2967,60,1
1,3559,207,1
1,1,0,1
1,2889,29,1
1,3023,27,1
1,2982,63,1
1,3087,150,1
1,3482,640,1
1,3098,368,1
1,3726,451,1
1,3444,445,1
1,2856,4,1
1,2873,15,1
1,16,9,1
1,1698,1401,1
1,3049,172,1
1,531,56,1
1,617,550,1
1,1546,20,1
1,3709,277,1
1,3001,30,1
1,2963,84,1
1,675,188,1
1,3094,282,1
1,612,23,1
1,3130,311,1
1,2867,9,1
1,3370,416,1
1,802,236,1
1,3351,96,1
1,3361,206,1
1,2981,241,1
1,613,41,1
1,2868,7,1
1,3299,516,1
1,3236,345,1
1,3178,219,1
1,810,137,1
1,1154,102,1
1,3186,131,1
1,2848,2,1
1,2919,10,1
1,2870,11,1
1,145,28,1
1,2861,13,1
1,2854,4,1
1,499,0,1
1,3086,252,1
1,2887,36,1
1,633,100,1
1,3007,167,1
1,2849,5,1
1,2878,7,1
1,263,108,1
1,3444,445,1
1,2965,70,1
1,2983,184,1
1,773,248,1
1,2033,464,1
1,2901,7,1
1,3670,341,1
1,514,2,1
1,103,0,1
1,3000,21,1
1,1219,369,1
1,1381,303,1
1,2897,57,1
1,4603,697,1
1,2981,17,1
1,2927,43,1
1,3430,664,1
1,2880,17,1
1,645,157,1
1,3186,182,1
1,3713,424,1
1,361,195,1
1,3108,343,1
1,3034,184,1
1,2876,46,1
1,3016,92,1
1,2975,102,1
1,2932,48,1
1,600,41,1
1,313,204,1
1,855,382,1
1,968,453,1
1,3465,203,1
1,3464,221,1
1,3745,436,1
1,499,0,1
1,3745,436,1
1,3256,450,1
1,1494,442,1
1,3260,286,1
1,3457,227,1
1,0,0,1
1,3554,769,1
1,3006,175,1
1,3444,445,1
1,3709,797,1
1,3029,261,1
1,2913,119,1
1,2990,73,1
1,1062,149,1
1,536,30,1
1,3207,279,1
1,2935,107,1
1,2866,10,1
1,3477,506,1
1,3210,127,1
1,519,23,1
1,665,161,1
1,2943,82,1
1,112,92,1
1,652,122,1
1,3392,364,1
1,3851,328,1
1,567,9,1
1,893,193,1
1,536,95,1
1,2850,2,1
1,619,52,1
1,4603,697,1
1,633,92,1
1,383,426,1
1,3157,536,1
1,2854,2,1
1,2850,4,1
1,572,4,1
1,527,4,1
1,4013,910,1
1,3274,181,1
1,3281,222,1
1,2914,63,1
1,2906,54,1
1,3858,407,1
1,3092,298,1
1,2871,11,1
1,702,510,1
1,3159,381,1
1,3389,134,1
1,3351,96,1
1,3202,136,1
1,3630,369,1
1,3136,286,1
1,2901,7,1
1,583,95,1
1,3029,81,1
1,3351,96,1
1,7011,508,1
1,3926,263,1
1,3378,272,1
1,2895,17,1
1,422,287,1
1,3388,125,1
1,2869,14,1
1,6281,805,1
1,1500,373,1
1,3037,144,1
1,3490,145,1
1,3744,439,1
1,2896,10,1
1,3050,215,1
1,3969,788,1
1,203,309,1
1,543,0,1
1,4227,701,1
1,603,133,1
1,3055,105,1
1,2990,166,1
1,3114,313,1
1,3139,305,1
1,581,13,1
1,3125,256,1
1,586,382,1
1,2864,8,1
1,35,3,1
1,499,0,1
1,3389,101,1
1,1059,560,1
1,3170,300,1
1,2848,2,1
1,4603,697,1
1,3236,191,1
1,3352,96,1
1,2893,53,1
1,2856,3,1
1,3730,361,1
1,3412,201,1
1,576,21,1
1,612,653,1
1,3133,253,1
1,864,245,1
1,1071,71,1
1,2895,12,1
1,1023,411,1
1,3204,315,1
1,2965,82,1
1,2932,87,1
1,3241,86,1
1,921,615,1
1,2984,153,1
1,3801,431,1
1,2905,9,1
1,3174,245,1
1,2963,40,1
1,2854,2,1
1,2849,3,1
1,3087,300,1
1,2981,140,1
1,2847,2,1
1,3082,192,1
1,3924,368,1
1,3377,101,1
1,3893,387,1
1,2997,95,1
1,1075,369,1
1,692,162,1
1,3300,328,1
1,6414,432,1
1,3529,646,1
1,2861,6,1
1,1079,661,1
1,660,111,1
1,862,369,1
1,2867,8,1
1,3635,378,1
1,274,79,1
1,3007,127,1
1,2977,60,1
1,2958,205,1
1,3510,896,1
1,3035,304,1
1,3132,172,1
1,2880,21,1
1,687,96,1
1,878,239,1
1,4603,697,1
1,3142,388,1
1,2895,11,1
1,3134,307,1
1,3351,96,1
1,3931,352,1
1,3214,297,1
1,2940,78,1
1,759,302,1
1,2862,18,1
1,2943,255,1
1,3178,475,1
1,205,128,1
1,523,24,1
1,3351,96,1
1,3650,411,1
1,3138,186,1
1,22,27,1
1,46,39,1
1,2848,5,1
1,597,76,1
1,734,198,1
1,1044,102,1
1,2950,73,1
1,3434,184,1
1,3173,624,1
1,552,1,1
1,3037,256,1
1,912,408,1
1,3362,367,1
1,2881,25,1
1,4357,475,1
1,558,11,1
1,3477,223,1
1,2898,10,1
1,2880,37,1
1,2902,21,1
1,2874,6,1
1,2889,22,1
1,3458,645,1
1,2859,16,1
1,2906,7,1
1,14,3670,1
1,2942,44,1
1,554,42,1
1,3037,258,1
1,2887,20,1
1,563,52,1
1,2885,36,1
1,4603,697,1
1,3252,347,1
1,2928,101,1
1,1002,94,1
1,3365,111,1
1,3739,443,1
1,571,79,1
1,3113,196,1
1,3067,68,1
1,559,25,1
1,4317,729,1
1,3024,203,1
1,595,137,1
1,557,10,1
1,2961,57,1
1,3144,186,1
1,2,0,1
1,3243,354,1
1,3377,544,1
1,746,295,1
1,807,306,1
1,660,18,1
1,3149,244,1
1,2930,103,1
1,2993,85,1
1,2868,35,1
1,3183,130,1
1,3446,623,1
1,3538,644,1
1,3798,371,1
1,3981,885,1
1,603,49,1
1,3190,416,1
1,2884,28,1
1,3591,398,1
1,2854,3,1
1,613,17,1
1,3149,244,1
1,946,512,1
1,2975,168,1
1,2955,108,1
1,947,583,1
1,3864,1055,1
1,2971,129,1
1,2901,7,1
1,567,33,1
1,531,19,1
1,3565,130,1
1,3487,290,1
1,3243,205,1
1,3548,795,1
1,52,10,1
1,702,153,1
1,3351,96,1
1,893,214,1
1,501,0,1
1,540,27,1
1,1038,876,1
1,3044,328,1
1,3267,382,1
1,1024,122,1
1,2997,21,1
1,120,45,1
1,3067,229,1
1,2957,77,1
1,2888,20,1
1,3049,180,1
1,2958,259,1
1,4603,697,1
1,3201,154,1
1,2981,72,1
1,203,309,1
1,839,140,1
1,2980,62,1
1,3247,365,1
1,3215,307,1
1,777,125,1
1,1010,497,1
1,2941,172,1
1,561,45,1
1,865,521,1
1,2877,35,1
1,3352,96,1
1,783,344,1
1,3228,232,1
1,1050,96,1
1,3736,897,1
1,1049,646,1
1,3118,207,1
1,5696,12,1
1,2940,78,1
1,3620,303,1
1,3358,98,1
1,3594,229,1
1,3745,436,1
1,2894,43,1
1,3110,295,1
1,3763,450,1
1,3519,162,1
1,2942,134,1
1,3135,304,1
1,717,243,1
1,229,233,1
1,696,168,1
1,2920,73,1
1,3147,276,1
1,3933,671,1
1,3269,457,1
1,2995,129,1
1,569,104,1
1,2878,7,1
1,3003,163,1
1,3989,494,1
1,941,144,1
1,2951,53,1
1,3352,94,1
1,3444,445,1
1,3100,302,1
1,2870,9,1
1,2888,46,1
1,3113,453,1
1,3598,74,1
1,506,14,1
1,1054,100,1
1,593,101,1
1,1125,444,1
1,3274,139,1
1,2872,37,1
1,2867,28,1
1,4603,697,1
1,3344,241,1
1,3499,211,1
1,3464,492,1
1,3151,447,1
1,176,86,1
1,3251,202,1
1,3020,47,1
1,2852,2,1
1,612,29,1
1,3122,278,1
1,2957,77,1
1,2943,54,1
1,2850,3,1
1,3369,620,1
1,3378,106,1
1,662,22,1
1,3230,152,1
1,1406,278,1
1,3270,264,1
1,3150,140,1
1,3309,445,1
1,566,17,1
1,3204,145,1
1,2915,38,1
1,759,170,1
1,601,88,1
1,556,4,1
1,521,24,1
1,2983,107,1
1,3308,569,1
1,3002,93,1
1,2848,2,1
1,679,70,1
1,3389,430,1
1,4227,701,1
1,2849,2,1
1,3761,667,1
1,3899,853,1
1,3924,368,1
1,548,16,1
1,3887,247,1
1,2853,3,1
1,3393,585,1
1,3702,249,1
1,3325,283,1
1,3496,261,1
1,3745,436,1
1,0,0,1
1,3355,103,1
1,3276,399,1
1,558,20,1
1,3022,98,1
1,3299,399,1
1,3351,96,1
1,662,109,1
1,2849,11,1
1,2932,120,1
1,3361,377,1
1,3116,193,1
1,37,34,1
1,4603,697,1
1,2865,3,1
1,3355,96,1
1,743,263,1
1,5808,50,1
1,3352,96,1
1,3031,178,1
1,3067,110,1
1,1,0,1
1,3252,420,1
1,2944,78,1
1,544,0,1
1,2909,60,1
1,565,48,1
1,2995,120,1
1,120,11,1
1,2887,20,1
1,702,148,1
1,2995,149,1
1,3157,407,1
1,3378,394,1
1,3201,168,1
1,3561,251,1
1,3163,393,1
1,2868,3,1
1,3412,115,1
1,2949,79,1
1,1169,116,1
1,3178,178,1
1,2921,149,1
1,2905,44,1
1,2906,8,1
1,2981,191,1
1,2865,4,1
1,3086,156,1
1,319,324,1
1,4044,614,1
1,563,26,1
1,2887,20,1
1,2901,26,1
1,3730,361,1
1,965,468,1
1,3377,101,1
1,3005,291,1
1,3092,249,1
1,3942,447,1
1,3034,116,1
1,3245,414,1
1,2983,147,1
1,2851,5,1
1,2942,112,1
1,2886,43,1
1,4603,697,1
1,5709,27,1
1,5709,25,1
1,3058,183,1
1,5825,149,1
1,148,20,1
1,3034,129,1
1,3460,221,1
1,533,24,1
1,3726,451,1
1,3184,225,1
1,919,423,1
1,2893,32,1
1,3110,136,1
1,770,112,1
1,3233,207,1
1,600,113,1
1,3057,229,1
1,1942,728,1
1,3518,1009,1
1,2987,80,1
1,1518,257,1
1,2929,90,1
1,3360,315,1
1,797,162,1
1,3528,322,1
1,636,55,1
1,3087,235,1
1,3048,195,1
1,3181,330,1
1,774,339,1
1,623,82,1
1,2960,108,1
1,611,41,1
1,909,197,1
1,2848,2,1
1,3106,187,1
1,0,0,1
1,2947,77,1
1,3706,433,1
1,3500,273,1
1,3085,51,1
1,802,58,1
1,3462,613,1
1,882,297,1
1,3745,436,1
1,3220,221,1
1,3073,212,1
1,2972,40,1
1,3245,437,1
1,2901,7,1
1,3490,188,1
1,104,0,1
1,4603,697,1
1,4046,952,1
1,772,172,1
1,2966,90,1
1,2947,202,1
1,802,106,1
1,3501,219,1
1,3401,136,1
1,2848,2,1
1,3073,249,1
1,2941,20,1
1,2865,3,1
1,2990,268,1
1,3376,432,1
1,543,24,1
1,3083,51,1
1,566,60,1
1,561,41,1
1,3550,295,1
1,3658,633,1
1,1100,501,1
1,2967,60,1
1,560,4,1
1,2997,19,1
1,751,240,1
1,3057,241,1
1,3605,716,1
1,3182,404,1
1,3089,163,1
1,510,9,1
1,2901,7,1
1,3353,100,1
1,4011,782,1
1,3089,173,1
1,742,39,1
1,513,17,1
1,2885,256,1
1,3371,465,1
1,500,0,1
1,2931,63,1
1,3192,306,1
1,3159,388,1
1,3075,49,1
1,2938,93,1
1,2880,32,1
1,968,408,1
1,2901,7,1
1,3009,288,1
1,2948,62,1
1,2877,47,1
1,539,2,1
1,1209,789,1
1,2848,2,1
1,3646,119,1
1,501,0,1
1,2868,19,1
1,3630,369,1
1,4603,697,1
1,2852,6,1
1,1136,485,1
1,3093,118,1
1,1056,669,1
1,3037,185,1
1,2966,113,1
1,643,205,1
1,2877,21,1
1,609,130,1
1,3546,774,1
1,2967,145,1
1,2954,55,1
1,855,429,1
1,5909,38,1
1,1029,94,1
1,3071,260,1
1,580,30,1
1,516,1,1
1,948,336,1
1,0,0,1
1,758,127,1
1,2904,9,1
1,2848,15,1
1,3204,286,1
1,2894,34,1
1,4225,626,1
1,3397,258,1
1,2864,28,1
1,3085,185,1
1,669,31,1
1,3159,348,1
1,3441,135,1
1,3439,121,1
1,3128,471,1
1,3379,120,1
1,273,225,1
1,609,106,1
1,2865,8,1
1,2955,74,1
1,3140,115,1
1,593,72,1
1,3037,129,1
1,2921,26,1
1,2898,43,1
1,203,309,1
1,3074,120,1
1,1128,146,1
1,3363,302,1
1,2984,113,1
1,569,54,1
1,3537,474,1
1,842,165,1
1,3202,158,1
1,3043,342,1
1,1461,719,1
1,717,29,1
1,3101,232,1
1,765,240,1
1,1038,876,1
1,2938,255,1
1,3400,120,1
1,3199,261,1
1,3316,520,1
1,544,0,1
1,3351,96,1
1,2951,135,1
1,3183,130,1
1,567,10,1
1,1070,645,1
1,6234,415,1
1,3216,410,1
1,588,33,1
1,509,5,1
1,3260,617,1
1,164,181,1
1,592,130,1
1,2876,6,1
1,3559,207,1
1,2946,119,1
1,52,10,1
1,2901,7,1
1,3577,596,1
1,3523,342,1
1,2998,110,1
1,3368,364,1
1,2913,28,1
1,4603,732,1
1,724,468,1
1,2869,26,1
1,519,486,1
1,3841,685,1
1,3733,285,1
1,3414,155,1
1,2892,22,1
1,6970,1226,1
1,3064,211,1
1,271,275,1
1,3356,99,1
1,2852,3,1
1,778,202,1
1,3351,96,1
1,2884,28,1
1,544,0,1
1,264,105,1
1,2035,70,1
1,3141,100,1
1,3466,126,1
1,642,209,1
1,3336,410,1
1,3008,118,1
1,3447,221,1
1,3082,383,1
1,2892,44,1
1,3003,240,1
1,2851,4,1
1,504,5,1
1,3314,209,1
1,3724,346,1
1,3527,116,1
1,881,463,1
1,698,192,1
1,3006,108,1
1,2948,58,1
1,3242,347,1
1,1199,305,1
1,2891,259,1
1,2849,2,1
1,935,403,1
1,3203,395,1
1,824,373,1
1,2901,11,1
1,4603,697,1
1,3455,110,1
1,1066,390,1
1,2865,13,1
1,3357,161,1
1,3374,560,1
1,3323,226,1
1,3003,71,1
1,2915,25,1
1,2954,122,1
1,3605,686,1
1,3362,426,1
1,3133,55,1
1,2997,110,1
1,1243,778,1
1,3670,341,1
1,3389,615,1
1,2906,32,1
1,3427,573,1
1,3073,113,1
1,3393,119,1
1,2866,32,1
1,581,122,1
1,3154,191,1
1,2855,3,1
1,3670,341,1
1,580,40,1
1,2957,110,1
1,1286,356,1
1,647,134,1
1,2951,138,1
1,2848,2,1
1,3204,137,1
1,3303,526,1
1,120,3,1
1,2952,41,1
1,4227,701,1
1,3081,411,1
1,2909,39,1
1,3069,144,1
1,3655,270,1
1,2988,233,1
1,3289,432,1
1,2912,38,1
1,924,202,1
1,2878,31,1
1,2848,2,1
1,3076,193,1
1,6109,451,1
1,3670,341,1
1,642,55,1
1,730,182,1
1,3306,371,1
1,2847,2,1
1,3433,399,1
1,3112,309,1
1,864,389,1
1,498,0,1
1,14,3,1
1,3635,354,1
1,3242,347,1
1,2945,65,1
1,3040,150,1
1,924,547,1
1,373,393,1
1,1088,102,1
1,2965,137,1
1,1067,350,1
1,509,7,1
1,695,122,1
1,3027,126,1
1,834,401,1
1,3133,305,1
1,3413,128,1
1,3051,142,1
1,504,2,1
1,3044,77,1
1,0,0,1
1,3670,341,1
1,4603,697,1
1,3444,445,1
1,3416,671,1
1,3100,203,1
1,2853,2,1
1,4099,642,1
1,2910,47,1
1,3370,99,1
1,3010,336,1
1,3704,349,1
1,339,287,1
1,659,79,1
1,2871,61,1
1,2865,3,1
1,2866,3,1
1,1598,669,1
1,688,90,1
1,798,255,1
1,615,93,1
1,3036,161,1
1,2951,75,1
1,588,75,1
1,2910,74,1
1,3722,652,1
1,3350,594,1
1,586,34,1
1,3107,256,1
1,3630,369,1
1,3332,594,1
1,2971,71,1
1,3543,216,1
1,516,16,1
1,510,0,1
1,568,17,1
1,509,18,1
1,2860,13,1
1,686,182,1
1,2868,16,1
1,2849,4,1
1,837,284,1
1,2868,17,1
1,3260,156,1
1,3151,384,1
1,2921,39,1
1,3398,554,1
1,2861,6,1
1,3040,117,1
1,2865,3,1
1,3218,72,1
1,2933,186,1
1,3166,247,1
1,3400,120,1
1,602,37,1
1,3520,207,1
1,2986,140,1
1,2851,2,1
1,2856,4,1
1,2848,2,1
1,2880,33,1
1,3443,216,1
1,3167,154,1
1,3601,342,1
1,3165,324,1
1,552,36,1
1,3352,212,1
1,3199,345,1
1,3256,246,1
1,3214,298,1
1,555,5,1
1,3477,400,1
1,8544,10,1
1,3318,345,1
1,3193,139,1
1,499,0,1
1,4281,1102,1
1,2850,6,1
1,2892,6,1
1,648,99,1
1,44,15,1
1,3352,96,1
1,2849,2,1
1,3395,133,1
1,2957,191,1
1,3256,246,1
1,848,302,1
1,2925,40,1
1,501,1,1
1,3483,71,1
1,2882,7,1
1,2865,8,1
1,890,319,1
1,527,29,1
1,3443,180,1
1,2944,29,1
1,2893,9,1
1,3661,789,1
1,3431,582,1
1,3679,242,1
1,2994,130,1
1,2975,122,1
1,167,125,1
1,327,191,1
1,6508,334,1
1,545,2,1
1,3067,326,1
1,3121,229,1
1,3529,669,1
1,2857,4,1
1,2855,7,1
1,3745,436,1
1,628,76,1
1,3113,354,1
1,3057,110,1
1,3042,144,1
1,3139,264,1
1,712,34,1
1,518,28,1
1,3102,204,1
1,3109,428,1
1,573,25,1
1,3061,213,1
1,2891,44,1
1,3008,143,1
1,3289,237,1
1,2878,21,1
1,9376,948,1
1,1140,18,1
1,3137,271,1
1,3011,115,1
1,2984,27,1
1,676,102,1
1,499,0,1
1,1847,449,1
1,2936,18,1
1,3077,272,1
1,3015,129,1
1,4604,697,1
1,2982,245,1
1,2984,72,1
1,1073,839,1
1,2851,4,1
1,2890,24,1
1,3079,158,1
1,195,103,1
1,3171,252,1
1,3024,268,1
1,110,5,1
1,2863,16,1
1,17165,161,1
1,3172,195,1
1,3035,99,1
1,0,0,1
1,3075,218,1
1,0,0,1
1,0,0,1
1,616,88,1
1,3692,281,1
1,3248,324,1
1,2912,99,1
1,0,0,1
1,3075,124,1
1,613,38,1
1,192,57,1
1,3195,500,1
1,3102,294,1
1,681,198,1
1,3353,96,1
1,3357,356,1
1,3356,96,1
1,3560,395,1
1,2856,8,1
1,451,585,1
1,538,18,1
1,5719,18,1
1,2878,31,1
1,507,2,1
1,192,65,1
1,554,37,1
1,8556,7,1
1,4603,697,1
1,246,97,1
1,871,355,1
1,1071,132,1
1,502,0,1
1,3053,199,1
1,3068,93,1
1,2934,72,1
1,3894,348,1
1,2982,69,1
1,3638,457,1
1,552,5,1
1,3745,436,1
1,2992,25,1
1,3008,109,1
1,3082,75,1
1,3393,109,1
1,3310,633,1
1,2851,15,1
1,3105,133,1
1,133,29,1
1,3745,436,1
1,3133,218,1
1,2969,86,1
1,3199,398,1
1,5751,55,1
1,863,470,1
1,3356,96,1
1,3135,178,1
1,3830,553,1
1,1479,181,1
1,1048,31,1
1,3497,193,1
1,8611,65,1
1,170,45,1
1,2916,92,1
1,2981,17,1
1,1081,564,1
1,2964,93,1
1,1100,935,1
1,2871,29,1
1,3038,215,1
1,1334,272,1
1,3354,96,1
1,3351,96,1
1,3010,315,1
1,512,4,1
1,3009,491,1
1,2901,11,1
1,3313,565,1
1,854,202,1
1,3128,254,1
1,1298,340,1
1,3021,24,1
1,3354,444,1
1,3185,258,1
1,516,0,1
1,3401,131,1
1,3113,169,1
1,6060,201,1
1,3473,366,1
1,3107,45,1
1,2917,43,1
1,2968,58,1
1,684,199,1
1,2986,173,1
1,4603,697,1
1,1260,217,1
1,705,118,1
1,3432,106,1
1,2865,13,1
1,2897,20,1
1,1126,468,1
1,3261,359,1
1,3353,446,1
1,3356,96,1
1,720,142,1
1,672,84,1
1,500,0,1
1,3451,533,1
1,5922,325,1
1,3352,96,1
1,2936,86,1
1,3506,208,1
1,3352,444,1
1,2925,83,1
1,3089,219,1
1,3217,278,1
1,1070,618,1
1,555,5,1
1,3416,131,1
1,4227,701,1
1,636,82,1
1,522,39,1
1,3055,248,1
1,3025,189,1
1,2937,167,1
1,3199,155,1
1,3258,260,1
1,708,127,1
1,245,242,1
1,3521,130,1
1,4603,697,1
1,3351,96,1
1,3269,181,1
1,585,66,1
1,3404,159,1
1,1279,303,1
1,547,45,1
1,3705,212,1
1,2944,63,1
1,3006,162,1
1,2852,5,1
1,1049,96,1
1,2858,12,1
1,2978,65,1
1,3049,345,1
1,3363,111,1
1,3645,211,1
1,3736,361,1
1,2853,3,1
1,1145,103,1
1,3807,533,1
1,3736,361,1
1,3099,106,1
1,1370,371,1
1,3757,472,1
1,3736,361,1
1,3400,626,1
1,684,266,1
1,2866,4,1
1,2958,48,1
1,3508,144,1
1,2970,261,1
1,3042,157,1
1,655,193,1
1,3110,352,1
1,927,305,1
1,3060,202,1
1,3161,324,1
1,52,10,1
1,3262,400,1
1,663,200,1
1,2887,43,1
1,22847,203,1
1,860,205,1
1,4603,697,1
1,2857,11,1
1,2955,119,1
1,2890,49,1
1,3013,144,1
1,3155,225,1
1,3702,249,1
1,3400,120,1
1,3205,151,1
1,627,64,1
1,3116,335,1
1,3376,101,1
1,1184,939,1
1,3115,120,1
1,3547,142,1
1,3023,74,1
1,691,188,1
1,2950,226,1
1,3075,186,1
1,2881,68,1
1,3245,400,1
1,2877,37,1
1,3111,317,1
1,1062,149,1
1,821,254,1
1,2892,40,1
1,168,43,1
1,3183,130,1
1,6149,296,1
1,5866,180,1
1,2947,12,1
1,3051,143,1
1,2872,8,1
1,3119,257,1
1,3792,410,1
1,3379,353,1
1,2923,56,1
1,2868,5,1
1,3116,108,1
1,3368,491,1
1,3646,369,1
1,2861,11,1
1,2902,43,1
1,3442,230,1
1,2867,4,1
1,578,74,1
1,4603,697,1
1,3014,128,1
1,3251,204,1
1,2850,2,1
1,2914,51,1
1,820,221,1
1,2999,210,1
1,2968,94,1
1,4155,889,1
1,3416,131,1
1,3424,212,1
1,2956,36,1
1,3351,96,1
1,609,135,1
1,748,274,1
1,997,161,1
1,606,88,1
1,3224,148,1
1,2849,2,1
1,3177,294,1
1,2944,82,1
1,3433,445,1
1,759,235,1
1,701,177,1
1,3010,142,1
1,3706,433,1
1,57,31,1
1,2892,44,1
1,3668,401,1
1,568,24,1
1,3161,179,1
1,554,10,1
1,3351,96,1
1,3072,175,1
1,3323,684,1
1,3146,444,1
1,3028,191,1
1,648,277,1
1,4603,697,1
1,2866,22,1
1,3426,203,1
1,3022,194,1
1,607,26,1
1,3379,353,1
1,644,103,1
1,3024,148,1
1,3726,451,1
1,683,277,1
1,3630,369,1
1,2981,118,1
1,2879,59,1
1,825,345,1
1,3292,201,1
1,2849,2,1
1,606,11,1
1,631,293,1
1,3024,243,1
1,2856,2,1
1,3444,445,1
1,2883,14,1
1,3060,50,1
1,730,214,1
1,3360,497,1
1,3071,147,1
1,3376,101,1
1,2863,5,1
1,3047,119,1
1,3199,130,1
1,3045,499,1
1,789,116,1
1,3630,369,1
1,711,182,1
1,3550,403,1
1,3033,163,1
1,3354,98,1
1,2878,22,1
1,575,98,1
1,2960,201,1
1,2873,35,1
1,2853,12,1
1,731,50,1
1,3745,436,1
1,752,95,1
1,3094,140,1
1,2850,2,1
1,76,90,1
1,2864,8,1
1,1335,723,1
1,2943,43,1
1,3253,349,1
1,829,246,1
1,581,41,1
1,3144,269,1
1,951,278,1
1,2909,46,1
1,3655,519,1
1,520,15,1
1,870,317,1
1,542,78,1
